,DealYear,DealMonth,Date,Area,Address,Rooms,Surface,Floor,Price,PPSQM,BuildYear
33631,2011.0,10.0,24/10/2011,raanana-kfar-saba,ברקן 14,5,115,1,"2,050,000","17,826",1992
33632,2011.0,10.0,24/10/2011,raanana-kfar-saba,,3,75,,"1,775,000","23,666",1998
33633,2011.0,10.0,24/10/2011,raanana-kfar-saba,הסחלב 11,3,75,1,"1,775,000","23,666",1998
33634,2011.0,9.0,29/9/2011,raanana-kfar-saba,צור יצחק,4,180,1,"241,800","1,343",1985
33635,2011.0,9.0,28/9/2011,raanana-kfar-saba,רח'' 1 1,6,200,,"1,000,000","5,000",2004
33636,2011.0,9.0,28/9/2011,raanana-kfar-saba,הרצוג 7,3,68,4,"1,300,000","19,117",1985
33637,2011.0,9.0,27/9/2011,raanana-kfar-saba,צור יצחק 8,5,122,2,"1,240,000","10,163",2010
33638,2011.0,9.0,27/9/2011,raanana-kfar-saba,ירושלים 3,4,120,1,"1,350,000","11,250",1996
33639,2011.0,9.0,27/9/2011,raanana-kfar-saba,גאולה 28,4.5,100,4,"1,672,500","16,725",1981
33640,2011.0,9.0,27/9/2011,raanana-kfar-saba,האשל 1,4,100,3,"1,630,000","16,300",2011
33641,2011.0,9.0,27/9/2011,raanana-kfar-saba,המחתרות 8,5,125,,"2,460,000","19,680",2011
33642,2011.0,9.0,25/9/2011,raanana-kfar-saba,ביאליק 40,5,125,2,"2,682,000","21,456",2011
33643,2011.0,9.0,25/9/2011,raanana-kfar-saba,בית אל 68,5,143,,"2,270,000","15,874",1987
33644,2011.0,9.0,25/9/2011,raanana-kfar-saba,כפר סבא,6,135,5,"2,620,000","19,407",2011
33645,2011.0,9.0,25/9/2011,raanana-kfar-saba,דרגות 35,6,160,1,"2,600,000","16,250",1990
33646,2011.0,9.0,25/9/2011,raanana-kfar-saba,אחוזה 86,2,50,1,"1,090,000","21,800",2003
33647,2011.0,9.0,25/9/2011,raanana-kfar-saba,כפר סבא,5,125,3,"1,930,000","15,440",2011
33648,2011.0,9.0,25/9/2011,raanana-kfar-saba,הכרמל 9,5,122,4,"2,450,000","20,081",1997
33649,2011.0,9.0,25/9/2011,raanana-kfar-saba,גולדשטיין 9,,,,"1,930,000",,
33650,2011.0,9.0,23/9/2011,raanana-kfar-saba,אח''י אילת 16,,,,"815,813",,
33651,2011.0,9.0,23/9/2011,raanana-kfar-saba,כפר סבא,4,100,12,"1,610,000","16,100",2012
33652,2011.0,9.0,23/9/2011,raanana-kfar-saba,אח''י אילת 16,,,,"815,816",,
33653,2011.0,9.0,23/9/2011,raanana-kfar-saba,אחי אילת 14,3,64,2,"815,816","12,747",1966
33654,2011.0,9.0,23/9/2011,raanana-kfar-saba,ויצמן 121,3,57,1,"1,000,000","17,543",1967
33655,2011.0,9.0,22/9/2011,raanana-kfar-saba,צור יצחק 4,5,142,4,"1,650,000","11,619",2011
33656,2011.0,9.0,22/9/2011,raanana-kfar-saba,חניתה 13,4,101,1,"2,070,000","20,495",1996
33657,2011.0,9.0,22/9/2011,raanana-kfar-saba,פטריה 24,6,148,,"2,460,000","16,621",1959
33658,2011.0,9.0,22/9/2011,raanana-kfar-saba,5533,,,,"1,650,000",,
33659,2011.0,9.0,22/9/2011,raanana-kfar-saba,הכלנית 1,4,101,2,"1,480,000","14,653",1980
33660,2011.0,9.0,21/9/2011,raanana-kfar-saba,זבוטינסקי 45,4.5,95,,"1,600,000","16,842",1992
33661,2011.0,9.0,21/9/2011,raanana-kfar-saba,אוסטרובסקי 35,5,131,1,"2,075,000","15,839",1990
33662,2011.0,9.0,21/9/2011,raanana-kfar-saba,כפר סבא,4,100,2,"1,580,000","15,800",2010
33663,2011.0,9.0,21/9/2011,raanana-kfar-saba,נורדאו 3,3,75,2,"925,000","12,333",1960
33664,2011.0,8.0,31/8/2011,raanana-kfar-saba,גולדשטיין 9,,,,"2,203,200",,
33665,2011.0,8.0,31/8/2011,raanana-kfar-saba,כפר סבא,5,127,,"2,280,000","17,952",2011
33666,2011.0,8.0,31/8/2011,raanana-kfar-saba,עקיבא 37,8,287,1,"7,899,461","27,524",2011
33667,2011.0,8.0,31/8/2011,raanana-kfar-saba,צור יצחק 1,4,112,5,"1,350,000","12,053",2011
33668,2011.0,8.0,31/8/2011,raanana-kfar-saba,כפר סבא,5,125,13,"2,203,200","17,625",2011
33669,2011.0,8.0,30/8/2011,raanana-kfar-saba,כפר סבא,5,125,2,"1,800,000","14,400",2012
33670,2011.0,8.0,30/8/2011,raanana-kfar-saba,פרופסור דינור 55,4,97,,"1,612,000","16,618",1992
33671,2011.0,8.0,30/8/2011,raanana-kfar-saba,כפר סבא,6,150,9,"2,040,000","13,600",2011
33672,2011.0,8.0,30/8/2011,raanana-kfar-saba,כפר סבא,4,106,3,"1,630,000","15,377",2012
33673,2011.0,8.0,30/8/2011,raanana-kfar-saba,סוקולוב 7,5,120,3,"1,575,000","13,125",1980
33674,2011.0,8.0,30/8/2011,raanana-kfar-saba,"עפרוני צ""י 2",5,190,,"2,580,000","13,578",2001
33675,2011.0,8.0,30/8/2011,raanana-kfar-saba,אזר 55,4,97,,"1,612,000","16,618",1992
33676,2011.0,8.0,30/8/2011,raanana-kfar-saba,,5,120,,"1,575,000","13,125",1980
33677,2011.0,8.0,30/8/2011,raanana-kfar-saba,כפר סבא,4,106,3,"1,630,000","15,377",2012
33678,2011.0,8.0,30/8/2011,raanana-kfar-saba,,6,150,,"2,040,000","13,600",2011
33679,2011.0,8.0,30/8/2011,raanana-kfar-saba,,4,106,,"1,630,000","15,377",2012
33680,2011.0,8.0,30/8/2011,raanana-kfar-saba,סוקולוב 7,5,120,3,"1,575,000","13,125",1980
33681,2011.0,8.0,30/8/2011,raanana-kfar-saba,,4,97,,"1,612,000","16,618",1992
33682,2011.0,8.0,30/8/2011,raanana-kfar-saba,כפר סבא,6,150,9,"2,040,000","13,600",2011
33683,2011.0,8.0,30/8/2011,raanana-kfar-saba,,5,125,,"1,800,000","14,400",2012
33684,2011.0,8.0,30/8/2011,raanana-kfar-saba,כפר סבא,5,125,2,"1,800,000","14,400",2012
33685,2011.0,8.0,29/8/2011,raanana-kfar-saba,ארבל 4,4,107,2,"1,800,000","16,822",1980
33686,2011.0,8.0,29/8/2011,raanana-kfar-saba,אנה פרנק 14,4,105,7,"1,300,000","12,380",1976
33687,2011.0,8.0,29/8/2011,raanana-kfar-saba,תל חי 16,4,69,3,"1,200,000","17,391",1972
33688,2011.0,8.0,29/8/2011,raanana-kfar-saba,אירוס 13,3,73,3,"1,265,000","17,328",1972
33689,2011.0,8.0,28/8/2011,raanana-kfar-saba,אסירי ציון 18,5,160,,"2,650,000","16,562",1972
33690,2011.0,8.0,28/8/2011,raanana-kfar-saba,טשרניחובסקי 129,3,53,1,"1,040,000","19,622",1987
33691,2011.0,8.0,28/8/2011,raanana-kfar-saba,בר אילן 5,5,360,1,"4,340,000","12,055",2007
33692,2011.0,8.0,28/8/2011,raanana-kfar-saba,,5,360,,"4,340,000","12,055",2007
33693,2011.0,8.0,28/8/2011,raanana-kfar-saba,,3,53,,"1,040,000","19,622",1987
33694,2011.0,7.0,27/7/2011,raanana-kfar-saba,בן גוריון 54,5,150,5,"2,550,000","17,000",2011
33695,2011.0,7.0,27/7/2011,raanana-kfar-saba,ויצמן 167,5,105,1,"2,050,000","19,523",2000
33696,2011.0,7.0,27/7/2011,raanana-kfar-saba,הוז דב 9,2,29,1,"900,000","31,034",1968
33697,2011.0,7.0,27/7/2011,raanana-kfar-saba,אחוזה 161,5,134,1,"1,980,000","14,776",1991
33698,2011.0,7.0,27/7/2011,raanana-kfar-saba,אימבר 6,4,86,2,"1,305,000","15,174",1970
33699,2011.0,7.0,26/7/2011,raanana-kfar-saba,הגליל 11,4,100,4,"1,640,000","16,400",2011
33700,2011.0,7.0,26/7/2011,raanana-kfar-saba,הפרדס 8,5,114,2,"1,770,000","15,526",1991
33701,2011.0,7.0,26/7/2011,raanana-kfar-saba,הר סיני 21,5,108,2,"1,940,000","17,962",1990
33702,2011.0,7.0,26/7/2011,raanana-kfar-saba,כפר סבא,4,98,5,"1,685,000","17,193",2011
33703,2011.0,7.0,26/7/2011,raanana-kfar-saba,צור יצחק,5,125,2,"1,320,000","10,560",2011
33704,2011.0,7.0,26/7/2011,raanana-kfar-saba,כפר סבא 12,5,120,1,"1,750,000","14,583",2010
33705,2011.0,7.0,26/7/2011,raanana-kfar-saba,כפר סבא,6,150,9,"2,049,000","13,660",2011
33706,2011.0,7.0,26/7/2011,raanana-kfar-saba,הגליל 11,4,100,4,"1,640,000","16,400",2011
33707,2011.0,7.0,25/7/2011,raanana-kfar-saba,תל חי 4,4,98,2,"1,525,000","15,561",1970
33708,2011.0,7.0,25/7/2011,raanana-kfar-saba,ויצמן 200,4,97,3,"1,665,000","17,164",2001
33709,2011.0,7.0,25/7/2011,raanana-kfar-saba,כפר סבא,4,100,3,"1,677,900","16,779",2011
33710,2011.0,7.0,25/7/2011,raanana-kfar-saba,הטייסים 28,6,199,,"8,400,000","42,211",1980
33711,2011.0,7.0,25/7/2011,raanana-kfar-saba,התותחנים 6,5,117,3,"1,730,000","14,786",1993
33712,2011.0,7.0,25/7/2011,raanana-kfar-saba,כפר סבא,4,100,2,"1,541,785","15,417",2011
33713,2011.0,7.0,25/7/2011,raanana-kfar-saba,הנרייטה סולד 1,,,,"1,320,000",,
33714,2011.0,7.0,25/7/2011,raanana-kfar-saba,"שקד צ""י 33",4.5,140,,"2,350,000","16,785",1999
33715,2011.0,7.0,25/7/2011,raanana-kfar-saba,הידידות 6,6,185,5,"2,750,000","14,864",2003
33716,2011.0,7.0,25/7/2011,raanana-kfar-saba,"הגר""א 14",3,63,2,"1,155,000","18,333",1970
33717,2011.0,7.0,25/7/2011,raanana-kfar-saba,אחוזה 53,4,86,1,"1,320,000","15,348",1975
33718,2011.0,7.0,25/7/2011,raanana-kfar-saba,גולדשטיין 9,,,,"1,677,900",,
33719,2011.0,7.0,19/7/2011,raanana-kfar-saba,צור יצחק,6,150,7,"1,656,000","11,040",2011
33720,2011.0,7.0,19/7/2011,raanana-kfar-saba,צור יצחק,5,125,2,"1,250,000","10,000",2011
33721,2011.0,7.0,19/7/2011,raanana-kfar-saba,יפה אליעזר 20,3,72,1,"1,250,000","17,361",1985
33722,2011.0,7.0,19/7/2011,raanana-kfar-saba,שטרן 10,,,,"1,187,500",,
33723,2011.0,7.0,19/7/2011,raanana-kfar-saba,קרן היסוד 29,3,65,2,"1,340,000","20,615",1980
33724,2011.0,6.0,27/6/2011,raanana-kfar-saba,צה''ל 11,,,,"2,091,294",,
33725,2011.0,6.0,27/6/2011,raanana-kfar-saba,כפר סבא 1,6,190,9,"3,050,000","16,052",2011
33726,2011.0,6.0,27/6/2011,raanana-kfar-saba,כפר סבא,7,150,,"2,780,000","18,533",2012
33727,2011.0,6.0,27/6/2011,raanana-kfar-saba,צור יצחק 1,7,150,1,"1,900,000","12,666",2011
33728,2011.0,6.0,27/6/2011,raanana-kfar-saba,כפר סבא 1,5,127,4,"1,910,000","15,039",2011
33729,2011.0,6.0,26/6/2011,raanana-kfar-saba,אחוזה 199,4,98,1,"1,690,000","17,244",1984
33730,2011.0,6.0,26/6/2011,raanana-kfar-saba,האשל 12,4,101,5,"1,400,000","13,861",1993
33731,2011.0,6.0,26/6/2011,raanana-kfar-saba,אחוזה 49,4,78,1,"1,100,000","14,102",1960
33732,2011.0,6.0,26/6/2011,raanana-kfar-saba,גאולה 2,3,78,1,"1,100,000","14,102",1960
33733,2011.0,6.0,26/6/2011,raanana-kfar-saba,גלבוע 6,6,200,1,"2,930,000","14,650",1996
33734,2011.0,6.0,26/6/2011,raanana-kfar-saba,ביאליק 5,5,161,1,"2,190,000","13,602",2010
33735,2011.0,6.0,26/6/2011,raanana-kfar-saba,בורוכוב 31,3,73,1,"1,400,000","19,178",1974
33736,2011.0,6.0,26/6/2011,raanana-kfar-saba,הרצוג 7,4,84,3,"1,550,000","18,452",1983
33737,2011.0,6.0,26/6/2011,raanana-kfar-saba,עגנון 15,6,176,2,"3,380,000","19,204",2005
33738,2011.0,6.0,24/6/2011,raanana-kfar-saba,הגליל 10,3,81,3,"1,530,000","18,888",1975
33739,2011.0,6.0,24/6/2011,raanana-kfar-saba,צור יצחק,4,107,2,"1,250,000","11,682",2011
33740,2011.0,6.0,24/6/2011,raanana-kfar-saba,הגליל 10,3,81,3,"1,530,000","18,888",1975
33741,2011.0,6.0,24/6/2011,raanana-kfar-saba,,3,81,,"1,530,000","18,888",1975
33742,2011.0,6.0,21/6/2011,raanana-kfar-saba,רופין 1,4,100,2,"1,630,000","16,300",2001
33743,2011.0,6.0,21/6/2011,raanana-kfar-saba,וייצמן 151,,,,"1,001,000",,
33744,2011.0,6.0,21/6/2011,raanana-kfar-saba,הסחלב 11,4,91,1,"1,366,400","15,015",2001
33745,2011.0,6.0,21/6/2011,raanana-kfar-saba,כפר סבא,6,130,,"1,950,000","15,000",2011
33746,2011.0,6.0,21/6/2011,raanana-kfar-saba,ויצמן 151,3,60,3,"1,001,000","16,683",1966
33747,2011.0,6.0,21/6/2011,raanana-kfar-saba,כפר סבא,6,145,,"2,650,000","18,275",2012
33748,2011.0,6.0,21/6/2011,raanana-kfar-saba,,4,91,,"1,366,400","15,015",2001
33749,2011.0,6.0,21/6/2011,raanana-kfar-saba,כפר סבא,6,145,,"2,650,000","18,275",2012
33750,2011.0,6.0,21/6/2011,raanana-kfar-saba,,6,130,,"1,950,000","15,000",2011
33751,2011.0,6.0,21/6/2011,raanana-kfar-saba,כפר סבא,6,130,,"1,950,000","15,000",2011
33752,2011.0,6.0,21/6/2011,raanana-kfar-saba,,6,145,,"2,650,000","18,275",2012
33753,2011.0,6.0,21/6/2011,raanana-kfar-saba,הסחלב 11,4,91,1,"1,366,400","15,015",2001
33754,2011.0,5.0,27/5/2011,raanana-kfar-saba,עמק דותן 21,4,78,1,"1,580,000","20,256",2007
33755,2011.0,5.0,27/5/2011,raanana-kfar-saba,צור יצחק,5,147,1,"1,410,000","9,591",2011
33756,2011.0,5.0,27/5/2011,raanana-kfar-saba,פשוש 16,4,88,1,"1,920,000","21,818",1991
33757,2011.0,5.0,27/5/2011,raanana-kfar-saba,עמק חרוד 4,,,,"1,580,000",,
33758,2011.0,5.0,27/5/2011,raanana-kfar-saba,,,,,"1,580,000",,
33759,2011.0,5.0,27/5/2011,raanana-kfar-saba,,4,88,,"1,920,000","21,818",1991
33760,2011.0,5.0,27/5/2011,raanana-kfar-saba,,4,78,,"1,580,000","20,256",2007
33761,2011.0,5.0,27/5/2011,raanana-kfar-saba,הפשוש 16,4,88,1,"1,920,000","21,818",1991
33762,2011.0,5.0,27/5/2011,raanana-kfar-saba,עמק דותן 21,4,78,1,"1,580,000","20,256",2007
33763,2011.0,5.0,22/5/2011,raanana-kfar-saba,ציפמן 97,7,178,2,"4,500,000","25,280",1994
33764,2011.0,5.0,22/5/2011,raanana-kfar-saba,כפר סבא,6,138,1,"1,910,000","13,840",2011
33765,2011.0,5.0,22/5/2011,raanana-kfar-saba,מכבי 8,3,78,1,"1,250,000","16,025",1970
33766,2011.0,5.0,22/5/2011,raanana-kfar-saba,תל חי 49,3,67,2,"1,100,000","16,417",1975
33767,2011.0,5.0,20/5/2011,raanana-kfar-saba,הסחלב 11,4,91,1,"1,389,600","15,270",2001
33768,2011.0,5.0,20/5/2011,raanana-kfar-saba,נחליאלי 13,3,71,1,"1,280,000","18,028",1999
33769,2011.0,5.0,18/5/2011,raanana-kfar-saba,העיט 15,5.5,124,2,"2,820,000","22,741",1994
33770,2011.0,5.0,18/5/2011,raanana-kfar-saba,כפר סבא,4,101,1,"1,671,036","16,544",2012
33771,2011.0,5.0,18/5/2011,raanana-kfar-saba,,6,180,,"2,690,000","14,944",1986
33772,2011.0,5.0,18/5/2011,raanana-kfar-saba,אגוז 96,7,300,1,"2,920,000","9,733",1995
33773,2011.0,5.0,18/5/2011,raanana-kfar-saba,,7,300,,"2,920,000","9,733",1995
33774,2011.0,5.0,18/5/2011,raanana-kfar-saba,דרגות 14,6,180,,"2,690,000","14,944",1986
33775,2011.0,5.0,18/5/2011,raanana-kfar-saba,,5.5,124,,"2,820,000","22,741",1994
33776,2011.0,5.0,18/5/2011,raanana-kfar-saba,,4,101,,"1,671,036","16,544",2012
33777,2011.0,5.0,17/5/2011,raanana-kfar-saba,חפץ חיים 42,5,160,2,"2,200,000","13,750",1980
33778,2011.0,5.0,17/5/2011,raanana-kfar-saba,הפרחים 19,2,65,3,"1,060,000","16,307",2003
33779,2011.0,5.0,17/5/2011,raanana-kfar-saba,הר סיני 33,5,110,2,"1,970,000","17,909",1988
33780,2011.0,5.0,17/5/2011,raanana-kfar-saba,מכבי 44,4,90,1,"1,650,000","18,333",2011
33781,2011.0,5.0,17/5/2011,raanana-kfar-saba,הכרמל 5,4,100,8,"1,895,000","18,950",2010
33782,2011.0,5.0,17/5/2011,raanana-kfar-saba,"האילנות צ""י 63",5,152,,"2,750,000","18,092",1997
33783,2011.0,5.0,17/5/2011,raanana-kfar-saba,כפר סבא,4,98,4,"1,635,000","16,683",2011
33784,2011.0,4.0,29/4/2011,raanana-kfar-saba,הבנים 16,4,71,2,"1,160,000","16,338",1978
33785,2011.0,4.0,29/4/2011,raanana-kfar-saba,ד''ר משה סנה 9,,,,"2,340,000",,
33786,2011.0,4.0,29/4/2011,raanana-kfar-saba,כפר סבא 1,5,120,11,"2,340,000","19,500",2011
33787,2011.0,4.0,29/4/2011,raanana-kfar-saba,,4,71,,"1,160,000","16,338",1978
33788,2011.0,4.0,29/4/2011,raanana-kfar-saba,הבנים 16,4,71,2,"1,160,000","16,338",1978
33789,2011.0,4.0,29/4/2011,raanana-kfar-saba,כפר סבא 1,5,120,11,"2,340,000","19,500",2011
33790,2011.0,4.0,29/4/2011,raanana-kfar-saba,,5,120,,"2,340,000","19,500",2011
33791,2011.0,4.0,29/4/2011,raanana-kfar-saba,,,,,"2,340,000",,
33792,2011.0,4.0,27/4/2011,raanana-kfar-saba,ארלוזורוב 16,4,118,1,"1,500,000","12,711",1975
33793,2011.0,4.0,27/4/2011,raanana-kfar-saba,,5,205,,"2,600,000","12,682",1984
33794,2011.0,4.0,27/4/2011,raanana-kfar-saba,,,,,"2,600,000",,
33795,2011.0,4.0,27/4/2011,raanana-kfar-saba,מגדל 22,5,205,1,"2,600,000","12,682",1984
33796,2011.0,4.0,27/4/2011,raanana-kfar-saba,,3,65,,"950,000","14,615",1970
33797,2011.0,4.0,27/4/2011,raanana-kfar-saba,תל חי 28,3,65,3,"950,000","14,615",1970
33798,2011.0,4.0,27/4/2011,raanana-kfar-saba,מגדל 22,5,205,1,"2,600,000","12,682",1984
33799,2011.0,4.0,27/4/2011,raanana-kfar-saba,ארלוזורוב 16,4,118,1,"1,500,000","12,711",1975
33800,2011.0,4.0,27/4/2011,raanana-kfar-saba,,4,118,,"1,500,000","12,711",1975
33801,2011.0,4.0,27/4/2011,raanana-kfar-saba,קדיש לוז 5,6,214,,"3,325,000","15,537",1989
33802,2011.0,4.0,27/4/2011,raanana-kfar-saba,,6,214,,"3,325,000","15,537",1989
33803,2011.0,4.0,27/4/2011,raanana-kfar-saba,מגדל 32,,,,"2,600,000",,
33804,2011.0,4.0,27/4/2011,raanana-kfar-saba,התפוז 28,3,65,3,"950,000","14,615",1970
33805,2011.0,4.0,27/4/2011,raanana-kfar-saba,קדיש לוז 5,6,214,,"3,325,000","15,537",1989
33806,2011.0,4.0,27/4/2011,raanana-kfar-saba,פשוש 12,4,88,,"1,670,000","18,977",1995
33807,2011.0,4.0,27/4/2011,raanana-kfar-saba,כפר סבא,4,100,,"1,583,000","15,830",2012
33808,2011.0,4.0,27/4/2011,raanana-kfar-saba,הפשוש 12,4,88,,"1,670,000","18,977",1995
33809,2011.0,4.0,27/4/2011,raanana-kfar-saba,,4,88,,"1,670,000","18,977",1995
33810,2011.0,4.0,27/4/2011,raanana-kfar-saba,,4,100,,"1,583,000","15,830",2012
33811,2011.0,4.0,27/4/2011,raanana-kfar-saba,כפר סבא,4,100,,"1,583,000","15,830",2012
33812,2011.0,4.0,26/4/2011,raanana-kfar-saba,המחתרות 1,6,137,3,"5,000,000","36,496",1999
33813,2011.0,4.0,26/4/2011,raanana-kfar-saba,"גבעון צ""י 20",4,100,,"1,810,000","18,100",2000
33814,2011.0,3.0,30/3/2011,raanana-kfar-saba,,6,195,,"2,500,000","12,820",1994
33815,2011.0,3.0,30/3/2011,raanana-kfar-saba,גלעד 34,6,180,,"2,870,000","15,944",1986
33816,2011.0,3.0,30/3/2011,raanana-kfar-saba,,6,180,,"2,870,000","15,944",1986
33817,2011.0,3.0,30/3/2011,raanana-kfar-saba,דן 72,6,195,,"2,500,000","12,820",1994
33818,2011.0,3.0,29/3/2011,raanana-kfar-saba,כפר סבא,5,125,2,"1,767,000","14,136",2010
33819,2011.0,3.0,29/3/2011,raanana-kfar-saba,,5,125,,"1,767,000","14,136",2010
33820,2011.0,3.0,29/3/2011,raanana-kfar-saba,,3,70,,"950,000","13,571",1986
33821,2011.0,3.0,29/3/2011,raanana-kfar-saba,המלך שלמה 8,3,70,1,"950,000","13,571",1986
33822,2011.0,3.0,25/3/2011,raanana-kfar-saba,חנקין 26,4.5,100,3,"1,455,000","14,550",1975
33823,2011.0,3.0,25/3/2011,raanana-kfar-saba,חנקין 26,4.5,100,3,"1,455,000","14,550",1975
33824,2011.0,3.0,25/3/2011,raanana-kfar-saba,,4.5,100,,"1,455,000","14,550",1975
33825,2011.0,3.0,20/3/2011,raanana-kfar-saba,כפר סבא,6,1150,3,"1,890,000","1,643",2010
33826,2011.0,3.0,20/3/2011,raanana-kfar-saba,האקליפטוס 15,4,89,2,"1,420,000","15,955",1990
33827,2011.0,3.0,20/3/2011,raanana-kfar-saba,כפר סבא,5,125,5,"2,544,900","20,359",2011
33828,2011.0,3.0,20/3/2011,raanana-kfar-saba,גולדשטיין 9,,,,"2,544,900",,
33829,2011.0,3.0,20/3/2011,raanana-kfar-saba,בן גוריון 21,4,95,4,"1,940,000","20,421",1985
33830,2011.0,3.0,20/3/2011,raanana-kfar-saba,כפר סבא,5,125,3,"1,815,000","14,520",2011
33831,2011.0,3.0,20/3/2011,raanana-kfar-saba,האקליפטוס 15,4,89,2,"1,420,000","15,955",1990
33832,2011.0,3.0,20/3/2011,raanana-kfar-saba,,4,89,,"1,420,000","15,955",1990
33833,2011.0,3.0,20/3/2011,raanana-kfar-saba,כפר סבא,6,1150,3,"1,929,396","1,677",2010
33834,2011.0,3.0,20/3/2011,raanana-kfar-saba,כפר סבא,5,125,5,"2,544,900","20,359",2011
33835,2011.0,3.0,20/3/2011,raanana-kfar-saba,,5,125,,"1,815,000","14,520",2011
33836,2011.0,3.0,20/3/2011,raanana-kfar-saba,שי עגנון 4,4,95,4,"1,940,000","20,421",1985
33837,2011.0,3.0,20/3/2011,raanana-kfar-saba,,4,95,,"1,940,000","20,421",1985
33838,2011.0,3.0,20/3/2011,raanana-kfar-saba,כפר סבא,5,125,3,"1,815,000","14,520",2011
33839,2011.0,3.0,20/3/2011,raanana-kfar-saba,,6,1150,,"1,929,396","1,677",2010
33840,2011.0,3.0,20/3/2011,raanana-kfar-saba,,5,125,,"2,544,900","20,359",2011
33841,2011.0,3.0,18/3/2011,raanana-kfar-saba,האילנות 15,3,56,,"1,004,000","17,928",1970
33842,2011.0,3.0,18/3/2011,raanana-kfar-saba,סמטת הדרור 4,4,117,2,"1,642,000","14,034",1979
33843,2011.0,3.0,18/3/2011,raanana-kfar-saba,אובסטלנד 11,5,120,,"2,600,000","21,666",2011
33844,2011.0,2.0,26/2/2011,raanana-kfar-saba,צור יצחק,4,83,,"500,000","6,024",2009
33845,2011.0,2.0,25/2/2011,raanana-kfar-saba,סמטת החומה 4,4,98,2,"2,235,000","22,806",1999
33846,2011.0,2.0,25/2/2011,raanana-kfar-saba,ויצמן 34,4.5,100,4,"1,152,270","11,522",1981
33847,2011.0,2.0,23/2/2011,raanana-kfar-saba,,5,160,,"2,320,000","14,500",2011
33848,2011.0,2.0,23/2/2011,raanana-kfar-saba,כפר סבא 10,4,119,4,"1,725,000","14,495",2007
33849,2011.0,2.0,23/2/2011,raanana-kfar-saba,,5,137,,"1,260,000","9,197",2011
33850,2011.0,2.0,23/2/2011,raanana-kfar-saba,,4,119,,"1,725,000","14,495",2007
33851,2011.0,2.0,23/2/2011,raanana-kfar-saba,כוכב יאיר 1,5,137,2,"1,260,000","9,197",2011
33852,2011.0,2.0,23/2/2011,raanana-kfar-saba,כפר סבא 1,5,160,7,"2,320,000","14,500",2011
33853,2011.0,2.0,22/2/2011,raanana-kfar-saba,,5,131,,"1,775,000","13,549",2011
33854,2011.0,2.0,22/2/2011,raanana-kfar-saba,,5,125,,"1,850,000","14,800",2010
33855,2011.0,2.0,22/2/2011,raanana-kfar-saba,הפרחים 19,3,73,1,"1,490,000","20,410",2002
33856,2011.0,2.0,22/2/2011,raanana-kfar-saba,,,,,"1,637,100",,
33857,2011.0,2.0,22/2/2011,raanana-kfar-saba,כפר סבא,5,131,4,"1,775,000","13,549",2011
33858,2011.0,2.0,22/2/2011,raanana-kfar-saba,כפר סבא,5,125,4,"1,850,000","14,800",2010
33859,2011.0,2.0,22/2/2011,raanana-kfar-saba,,3,73,,"1,490,000","20,410",2002
33860,2011.0,2.0,22/2/2011,raanana-kfar-saba,,4,100,,"1,637,100","16,371",2010
33861,2011.0,2.0,22/2/2011,raanana-kfar-saba,כפר סבא,4,100,1,"1,637,100","16,371",2010
33862,2011.0,2.0,18/2/2011,raanana-kfar-saba,המרד 52,4,92,1,"1,650,000","17,934",1995
33863,2011.0,2.0,18/2/2011,raanana-kfar-saba,קרן היסוד 52,4,92,1,"1,650,000","17,934",1995
33864,2011.0,2.0,18/2/2011,raanana-kfar-saba,,4,92,,"1,650,000","17,934",1995
33865,2011.0,2.0,13/2/2011,raanana-kfar-saba,ברקן 4,3.5,83,1,"1,365,000","16,445",2006
33866,2011.0,2.0,13/2/2011,raanana-kfar-saba,החרמון 3,4,86,2,"1,530,000","17,790",1978
33867,2011.0,2.0,13/2/2011,raanana-kfar-saba,החרמון 3,,,,"1,530,000",,
33868,2011.0,2.0,13/2/2011,raanana-kfar-saba,החשמונאים 19,5,138,1,"2,060,000","14,927",1987
33869,2011.0,2.0,13/2/2011,raanana-kfar-saba,כפר סבא,4,97,2,"1,200,000","12,371",2011
33870,2011.0,2.0,13/2/2011,raanana-kfar-saba,החרמון 3,4,86,2,"1,530,000","17,790",1978
33871,2011.0,2.0,13/2/2011,raanana-kfar-saba,,4,86,,"1,530,000","17,790",1978
33872,2011.0,2.0,13/2/2011,raanana-kfar-saba,,,,,"1,530,000",,
33873,2011.0,2.0,08/2/2011,raanana-kfar-saba,פעמוני החורש 13,4,114,5,"1,075,000","9,429",2011
33874,2011.0,1.0,28/1/2011,raanana-kfar-saba,אחוזה 8,4,122,6,"2,550,000","20,901",2004
33875,2011.0,1.0,28/1/2011,raanana-kfar-saba,דרך המוביל 2,4,79,3,"1,400,000","17,721",2006
33876,2011.0,1.0,21/1/2011,raanana-kfar-saba,גוטמן נחום 1,4,89,1,"1,500,000","16,853",1995
33877,2011.0,1.0,21/1/2011,raanana-kfar-saba,כפר סבא,6,150,,"2,480,000","16,533",2010
33878,2011.0,1.0,18/1/2011,raanana-kfar-saba,ויצמן 51,4,108,1,"1,530,000","14,166",1995
33879,2011.0,1.0,18/1/2011,raanana-kfar-saba,יהודה הלוי 54,7,231,,"4,880,000","21,125",1995
33880,2011.0,1.0,18/1/2011,raanana-kfar-saba,ברנדיס 20,5,113,1,"1,764,500","15,615",1985
